"country" "points" "price" "province" "variety" "winery"
"France" 90 40 "Rhône Valley" "Syrah" "Yves Cuilleron"
"France" 90 25 "Rhône Valley" "Syrah" "Emmanuel Darnaud"
"France" 90 14 "Rhône Valley" "Rosé" "Les Vignerons de Tavel"
"France" 90 50 "Burgundy" "Chardonnay" "Olivier Leflaive"
"Italy" 87 15 "Piedmont" "Chardonnay" "Zonin"
"France" 93 28 "Languedoc-Roussillon" "Syrah" "Laurent Miquel"
"France" 90 70 "Burgundy" "Chardonnay" "Prosper Maufoux"
"France" 90 69 "Rhône Valley" "Syrah" "Jean-Luc Colombo"
"France" 90 38 "Rhône Valley" "Syrah" "Les Vins de Vienne"
"France" 90 18 "Rhône Valley" "Rosé" "Brotte"
"Italy" 87 19 "Veneto" "Sparkling Blend" "Bortolotti"
"France" 87 15 "Languedoc-Roussillon" "Sparkling Blend" "Sieur d'Arques"
"France" 90 55 "Rhône Valley" "Syrah" "Domaine François Villard"
"France" 90 40 "Rhône Valley" "Syrah" "Domaine des Escaravailles"
"France" 90 85 "Rhône Valley" "Syrah" "Cave de Tain"
"France" 90 33 "Rhône Valley" "Syrah" "Paul Jaboulet Aîné"
"France" 89 20 "Rhône Valley" "Rosé" "Château le Devoy Martine"
"France" 89 28 "Rhône Valley" "Syrah" "Gilles Robin"
"Italy" 87 35 "Lombardy" "Sparkling Blend" "Quadra"
"France" 87 19 "Burgundy" "Sparkling Blend" "Vitteaut-Alberti"
"Italy" 92 75 "Northeastern Italy" "White Blend" "Livio Felluga"
"France" 88 39 "Burgundy" "Chardonnay" "Olivier Leflaive"
"France" 87 17 "Burgundy" "Chardonnay" "Olivier Leflaive"
"France" 86 15 "Burgundy" "Sparkling Blend" "Louis Bouillot"
"Italy" 92 34 "Northeastern Italy" "White Blend" "Bressan"
"France" 86 15 "Burgundy" "Chardonnay" "Olivier Leflaive"
"Italy" 86 30 "Northeastern Italy" "Sparkling Blend" "Altemasi"
"France" 86 20 "Burgundy" "Sparkling Blend" "Bailly-Lapierre"
"Italy" 86 11 "Northeastern Italy" "Rosé" "Josef Weger"
"Italy" 91 82 "Northeastern Italy" "Chardonnay" "Jermann"
"Italy" 91 39 "Northeastern Italy" "White Blend" "La Tunella"
"Italy" 91 43 "Northeastern Italy" "Chardonnay" "Alois Lageder"
"France" 86 11 "France Other" "Sparkling Blend" "Varichon & Clerc"
"Italy" 90 35 "Northeastern Italy" "White Blend" "La Roncaia"
"France" 85 11 "France Other" "Sparkling Blend" "Kriter"
"France" 90 46 "Languedoc-Roussillon" "Syrah" "Château Maris"
"Italy" 90 45 "Northeastern Italy" "White Blend" "Lis Neris"
"Italy" 90 50 "Northeastern Italy" "White Blend" "Livon"
"France" 85 8 "France Other" "Sparkling Blend" "Louis Perdrier"
"Italy" 90 77 "Northeastern Italy" "White Blend" "Jermann"
"Italy" 90 55 "Northeastern Italy" "White Blend" "Le Due Terre"
"France" 85 22 "Alsace" "Sparkling Blend" "Dopff & Irion"
"France" 85 11 "France Other" "Sparkling Blend" "Charles de Fère"
"France" 85 13 "France Other" "Sparkling Blend" "Veuve Ambal"
"France" 84 12 "France Other" "Chardonnay" "Charles de Fère"
"Italy" 90 49 "Northeastern Italy" "White Blend" "Eugenio Collavini"
"Italy" 90 35 "Northeastern Italy" "White Blend" "Attems"
"Italy" 90 60 "Northeastern Italy" "White Blend" "Vie di Romans"
"Italy" 90 31 "Northeastern Italy" "White Blend" "La Tunella"
"France" 84 13 "France Other" "Sparkling Blend" "Veuve Ambal"
"France" 84 11 "France Other" "Sparkling Blend" "Kriter"
"Italy" 97 170 "Tuscany" "White Blend" "Avignonesi"
"France" 96 260 "Burgundy" "Chardonnay" "Domaine Leflaive"
"France" 96 110 "Burgundy" "Chardonnay" "William Fèvre"
"France" 95 110 "Burgundy" "Chardonnay" "Domaine Christian Moreau Père et Fils"
"Italy" 89 34 "Northeastern Italy" "White Blend" "Jermann"
"France" 89 10 "Languedoc-Roussillon" "Syrah" "Hecht & Bannier"
"France" 84 12 "France Other" "Sparkling Blend" "Les Caves de Bailly"
"France" 95 80 "Burgundy" "Chardonnay" "William Fèvre"
"France" 95 95 "Burgundy" "Chardonnay" "William Fèvre"
"France" 95 170 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"France" 94 70 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"France" 94 200 "Burgundy" "Chardonnay" "Morey-Blanc"
"France" 94 145 "Burgundy" "Chardonnay" "Domaine Leflaive"
"Italy" 89 30 "Northeastern Italy" "White Blend" "Vidussi"
"France" 84 12 "France Other" "Sparkling Blend" "Grandin"
"France" 84 19 "Alsace" "Sparkling Blend" "Wolfberger"
"France" 94 75 "Burgundy" "Chardonnay" "William Fèvre"
"France" 94 80 "Burgundy" "Chardonnay" "Joseph Drouhin"
"France" 94 106 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"France" 94 81 "Burgundy" "Chardonnay" "Domaine Christian Moreau Père et Fils"
"France" 93 81 "Burgundy" "Chardonnay" "Domaine Christian Moreau Père et Fils"
"France" 93 104 "Burgundy" "Chardonnay" "Domaine Leflaive"
"Italy" 93 164 "Tuscany" "Red Blend" "Ca' Marcanda"
"Italy" 93 60 "Central Italy" "Chardonnay" "Masciarelli"
"Italy" 89 44 "Northeastern Italy" "White Blend" "Scubla"
"France" 88 27 "Languedoc-Roussillon" "Syrah" "Château Maris"
"France" 83 8 "France Other" "Sparkling Blend" "Louis Perdrier"
"France" 83 13 "France Other" "Sparkling Blend" "Kriter"
"France" 93 110 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"France" 93 81 "Burgundy" "Chardonnay" "Domaine Christian Moreau Père et Fils"
"France" 93 70 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"Italy" 88 17 "Northeastern Italy" "Chardonnay" "Borgo Conventi"
"Italy" 88 32 "Northeastern Italy" "White Blend" "Torre Rosazza"
"Italy" 88 20 "Northeastern Italy" "Chardonnay" "Petrussa"
"France" 89 18 "Loire Valley" "Sparkling Blend" "Domaine des Baumard"
"Italy" 92 82 "Tuscany" "White Blend" "Agricola Querciabella"
"Italy" 92 60 "Central Italy" "Chardonnay" "Masciarelli"
"France" 92 70 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"France" 92 110 "Burgundy" "Chardonnay" "Pierre Morey"
"Italy" 88 60 "Northeastern Italy" "Chardonnay" "Villa Russiz"
"Italy" 88 44 "Northeastern Italy" "White Blend" "Ronchi di Cialla"
"Italy" 88 14 "Piedmont" "Red Blend" "Taliano"
"Italy" 91 45 "Northeastern Italy" "Chardonnay" "Alois Lageder"
"France" 91 130 "Burgundy" "Chardonnay" "Morey-Blanc"
"Italy" 88 30 "Northeastern Italy" "Chardonnay" "Girolamo Dorigo"
"France" 88 16 "Languedoc-Roussillon" "Rosé" "Domaine de Nizas"
"Italy" 84 9 "Southern Italy" "Chardonnay" "Canaletto"
"France" 91 100 "Burgundy" "Chardonnay" "Pierre Morey"
"France" 91 102 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"France" 91 145 "Burgundy" "Chardonnay" "Morey-Blanc"
"France" 90 24 "Rhône Valley" "Rosé" "Domaine de la Mordorée"
"Italy" 88 30 "Northeastern Italy" "Chardonnay" "Lis Neris"
"Italy" 88 25 "Northeastern Italy" "White Blend" "Guerra Albano"
"Italy" 88 49 "Northeastern Italy" "White Blend" "Conte d'Attimis-Maniago"
"Italy" 88 65 "Northeastern Italy" "White Blend" "Podversic Damijan"
"Italy" 90 21 "Sicily & Sardinia" "Chardonnay" "Baglio del Cristo di Campobello"
"Italy" 90 24 "Central Italy" "White Blend" "Casale del Giglio"
"Italy" 90 19 "Tuscany" "Chardonnay" "Castello Banfi"
"Italy" 90 25 "Tuscany" "Red Blend" "Ruffino"
"Italy" 90 25 "Central Italy" "White Blend" "Feudo Antico"
"Italy" 90 24 "Tuscany" "Chardonnay" "Ruffino"
"France" 90 31 "Burgundy" "Chardonnay" "Antonin Rodet"
"Italy" 88 25 "Northeastern Italy" "White Blend" "Midolini"
"France" 90 63 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"France" 90 63 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"Italy" 90 40 "Sicily & Sardinia" "Chardonnay" "Planeta"
"Italy" 90 58 "Sicily & Sardinia" "Chardonnay" "Feudi della Medusa"
"Italy" 87 18 "Northeastern Italy" "Chardonnay" "Gigante"
"Italy" 87 20 "Northeastern Italy" "Chardonnay" "Bortoluzzi"
"Italy" 90 38 "Sicily & Sardinia" "Chardonnay" "Tenuta Rapitalà"
"France" 90 46 "Burgundy" "Chardonnay" "Joseph Drouhin"
"Italy" 90 22 "Piedmont" "Chardonnay" "Giacomo Vico"
"France" 89 60 "Burgundy" "Chardonnay" "Morey-Blanc"
"Italy" 91 20 "Northeastern Italy" "Red Blend" "Marega"
"Italy" 90 16 "Tuscany" "White Blend" "Pietrafitta"
"Italy" 87 12 "Northeastern Italy" "White Blend" "Le Vigne di Zamò"
"France" 89 31 "Burgundy" "Chardonnay" "Antonin Rodet"
"Italy" 89 33 "Sicily & Sardinia" "Chardonnay" "Maurigi"
"France" 89 35 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"France" 89 54 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"Italy" 89 29 "Sicily & Sardinia" "Chardonnay" "Cusumano"
"Italy" 89 20 "Northeastern Italy" "White Blend" "Marega"
"France" 86 15 "Loire Valley" "White Blend" "Château de Montguéret"
"France" 86 12 "Loire Valley" "Red Blend" "Château Gaillard"
"Italy" 87 25 "Northeastern Italy" "White Blend" "Ronchi di Cialla"
"France" 89 105 "Burgundy" "Chardonnay" "Pierre Morey"
"France" 89 56 "Burgundy" "Chardonnay" "Domaine Leflaive"
"France" 88 22 "Rhône Valley" "Rosé" "E. Guigal"
"France" 88 12 "Provence" "Rosé" "Domaine Houchart"
"France" 88 30 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"Italy" 88 15 "Tuscany" "White Blend" "Pietrafitta"
"Italy" 88 15 "Northeastern Italy" "Chardonnay" "Marega"
"France" 86 22 "Loire Valley" "Sparkling Blend" "Château Gaillard"
"France" 87 14 "Languedoc-Roussillon" "Rosé" "Château des Karantes"
"Italy" 87 20 "Tuscany" "Red Blend" "Borgo Scopeto"
"France" 88 14 "Burgundy" "Chardonnay" "Domaine Talmard"
"France" 88 15 "Languedoc-Roussillon" "White Blend" "Chateau Capion"
"France" 88 27 "Burgundy" "Chardonnay" "Vignerons de Buxy"
"Italy" 88 17 "Piedmont" "White Blend" "Quattro Leoni"
"Italy" 88 42 "Lombardy" "White Blend" "Ca' del Bosco"
"France" 88 42 "Provence" "Rosé" "Domaines Ott"
"Italy" 88 22 "Piedmont" "Chardonnay" "Tenute Cisa Asinari dei Marchesi di Gresy"
"Italy" 88 15 "Tuscany" "White Blend" "Teruzzi & Puthod"
"Italy" 88 17 "Piedmont" "White Blend" "Pico Maccario"
"Italy" 88 20 "Northeastern Italy" "White Blend" "Alois Lageder"
"Italy" 88 15 "Central Italy" "White Blend" "Barberani"
"Italy" 88 18 "Sicily & Sardinia" "Chardonnay" "Baglio del Cristo di Campobello"
"Italy" 87 14 "Northeastern Italy" "Chardonnay" "Pitars"
"Italy" 86 15 "Central Italy" "Red Blend" "Antonelli"
"France" 88 25 "Burgundy" "Chardonnay" "Joseph Drouhin"
"France" 88 20 "Burgundy" "Chardonnay" "Manuel Olivier"
"France" 88 36 "Burgundy" "Chardonnay" "Domaine Leflaive"
"Italy" 88 21 "Sicily & Sardinia" "Chardonnay" "Feudi del Pisciotto"
"Italy" 88 9 "Sicily & Sardinia" "Chardonnay" "Feudo Arancio"
"France" 88 55 "Burgundy" "Chardonnay" "Morey-Blanc"
"Italy" 86 25 "Northeastern Italy" "Chardonnay" "Alberice"
"Italy" 85 8 "Tuscany" "Red Blend" "Casa Girelli"
"Italy" 87 18 "Tuscany" "White Blend" "Fattoria Fibbiano"
"France" 87 14 "Languedoc-Roussillon" "White Blend" "Domaine de Nizas"
"Italy" 87 22 "Tuscany" "Rosé" "Il Poggione"
"Italy" 87 11 "Tuscany" "White Blend" "Banfi"
"Italy" 87 12 "Central Italy" "Rosé" "Talamonti"
"Italy" 87 16 "Veneto" "Rosé" "Ronca"
"France" 84 10 "Loire Valley" "Chardonnay" "Remy-Pannier"
"Italy" 86 15 "Northeastern Italy" "Chardonnay" "San Simone"
"France" 86 16 "Languedoc-Roussillon" "Rosé" "Château de Lastours"
"Italy" 86 16 "Northeastern Italy" "White Blend" "Comelli"
"France" 87 12 "Languedoc-Roussillon" "Chardonnay" "Gayda"
"Italy" 87 13 "Sicily & Sardinia" "Chardonnay" "Feudo Principi di Butera"
"Italy" 87 11 "Tuscany" "Rosé" "Banfi"
"Italy" 87 13 "Central Italy" "White Blend" "Casale del Giglio"
"France" 87 54 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"Italy" 87 13 "Northeastern Italy" "White Blend" "La Vis"
"France" 87 12 "Languedoc-Roussillon" "Chardonnay" "Le Drunk Rooster"
"France" 87 19 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"Italy" 86 16 "Northeastern Italy" "Chardonnay" "Plozner"
"Italy" 86 10 "Northeastern Italy" "Chardonnay" "Principi di Porcìa"
"France" 84 8 "Loire Valley" "Chardonnay" "Herzog Selection"
"France" 87 24 "Burgundy" "Chardonnay" "Bouchard Aîné & Fils"
"France" 87 14 "Rhône Valley" "Rosé" "E. Guigal"
"Italy" 87 20 "Tuscany" "Rosé" "I Giusti e Zanza"
"France" 87 23 "Burgundy" "Chardonnay" "Vignerons de Buxy"
"Italy" 87 11 "Northeastern Italy" "Chardonnay" "Lagaria"
"France" 86 20 "Languedoc-Roussillon" "Syrah" "Laurent Miquel"
"France" 83 11 "Languedoc-Roussillon" "Syrah" "Abarbanel"
"Italy" 87 38 "Sicily & Sardinia" "Rosé" "Paolo Calì"
"France" 87 45 "Burgundy" "Chardonnay" "Domaine Jayer-Gilles"
"Italy" 87 12 "Sicily & Sardinia" "Chardonnay" "Feudo Montoni"
"Italy" 87 18 "Veneto" "White Blend" "Astoria"
"Italy" 87 12 "Southern Italy" "Chardonnay" "Tormaresca"
"Italy" 87 18 "Northeastern Italy" "Rosé" "St. Pauls"
"France" 87 9 "Languedoc-Roussillon" "Chardonnay" "Barton & Guestier"
"France" 87 18 "Burgundy" "Chardonnay" "Antonin Rodet"
"Italy" 87 12 "Northeastern Italy" "Chardonnay" "Bollini"
"Italy" 86 20 "Northeastern Italy" "Chardonnay" "Zorzettig"
"France" 87 37 "Burgundy" "Chardonnay" "Pierre Morey"
"Italy" 87 12 "Tuscany" "Chardonnay" "Ruffino"
"Italy" 86 10 "Sicily & Sardinia" "Rosé" "Cusumano"
"Italy" 85 15 "Northeastern Italy" "Chardonnay" "Cabert"
"France" 97 96 "Rhône Valley" "Syrah" "Domaine Jamet"
"France" 96 202 "Rhône Valley" "Syrah" "M. Chapoutier"
"France" 86 42 "Provence" "Rosé" "Domaines Ott"
"Italy" 86 8 "Southern Italy" "Rosé" "Cantine Cipressi"
"Italy" 86 20 "Tuscany" "Rosé" "Fabrizio Dionisio"
"France" 86 26 "Burgundy" "Chardonnay" "Domaine Christian Moreau Père et Fils"
"France" 86 16 "Rhône Valley" "Rosé" "Domaine de la Mordorée"
"France" 95 250 "Rhône Valley" "Syrah" "M. Chapoutier"
"France" 94 128 "Rhône Valley" "Syrah" "Delas Frères"
"France" 94 225 "Rhône Valley" "Syrah" "M. Chapoutier"
"France" 94 145 "Rhône Valley" "Syrah" "Marc Sorrel"
"France" 94 82 "Rhône Valley" "Syrah" "Auguste et Pierre-Marie Clape"
"France" 94 98 "Rhône Valley" "Syrah" "J.L. Chave"
"Italy" 86 21 "Southern Italy" "Chardonnay" "Tormaresca"
"France" 86 15 "Burgundy" "Chardonnay" "Cave de Lugny"
"France" 86 13 "Languedoc-Roussillon" "Chardonnay" "La Forge Estate"
"Italy" 86 17 "Southern Italy" "Rosé" "L'Astore Masseria"
"France" 89 8 "Languedoc-Roussillon" "Syrah" "Domaine Borie de Maurel"
"Italy" 85 28 "Northeastern Italy" "Chardonnay" "Sandro de Bruno"
"France" 85 10 "Languedoc-Roussillon" "Syrah" "Le Jaja de Jau"
"France" 93 199 "Rhône Valley" "Syrah" "Michel & Stéphane Ogier"
"France" 93 215 "Rhône Valley" "Syrah" "Paul Jaboulet Aîné"
"France" 92 180 "Rhône Valley" "Syrah" "Michel & Stéphane Ogier"
"Italy" 86 18 "Tuscany" "White Blend" "Fattoria di Petrognano"
"France" 86 13 "Languedoc-Roussillon" "Chardonnay" "Gérard Bertrand"
"Italy" 86 15 "Tuscany" "White Blend" "Villa Calcinaia"
"France" 88 11 "Provence" "Red Blend" "Le Rouge de Saint-Louis"
"France" 87 20 "Southwest France" "Red Blend" "Château Lagrézette"
"France" 92 175 "Rhône Valley" "Syrah" "E. Guigal"
"France" 92 140 "Rhône Valley" "Syrah" "Marc Sorrel"
"France" 92 129 "Rhône Valley" "Syrah" "Delas Frères"
"France" 92 80 "Rhône Valley" "Syrah" "Domaine Courbis"
"France" 86 11 "Languedoc-Roussillon" "Chardonnay" "Hob Nob"
"Italy" 86 13 "Veneto" "Rosé" "Marchesini"
"France" 86 19 "Provence" "Rosé" "Domaines Ott"
"France" 86 14 "Languedoc-Roussillon" "Chardonnay" "Domaine de Fonfile"
"Italy" 86 10 "Central Italy" "Rosé" "Talamonti"
"Italy" 86 13 "Southern Italy" "Rosé" "Masseria Altemura"
"France" 91 67 "Rhône Valley" "Syrah" "Delas Frères"
"France" 91 40 "Rhône Valley" "Syrah" "Domaine Courbis"
"France" 91 100 "Rhône Valley" "Syrah" "Alain Voge"
"France" 85 24 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"France" 85 13 "Burgundy" "Chardonnay" "Maison Jean-Baptiste Béjot"
"France" 85 24 "Languedoc-Roussillon" "White Blend" "Mas de Lavail"
"Italy" 85 20 "Tuscany" "White Blend" "Bocelli"
"France" 85 9 "Languedoc-Roussillon" "Rosé" "Les Vignerons de la Méditerranée"
"France" 91 49 "Rhône Valley" "Syrah" "Domaine Vincent Paris"
"France" 91 112 "Rhône Valley" "Syrah" "Paul Jaboulet Aîné"
"France" 90 65 "Rhône Valley" "Syrah" "Domaine Courbis"
"France" 90 30 "Languedoc-Roussillon" "Syrah" "Domaine Famille Lignères"
"France" 90 96 "Rhône Valley" "Syrah" "Domaine Jamet"
"Italy" 85 14 "Veneto" "Chardonnay" "Tenuta Santomè"
"France" 85 20 "Provence" "Rosé" "Baron Gassier"
"France" 85 10 "Languedoc-Roussillon" "Chardonnay" "The Frenchhouse"
"France" 84 11 "Southwest France" "Red Blend" "Castel Montplaisir"
"France" 82 14 "Bordeaux" "White Blend" "Baron Philippe de Rothschild"
"France" 90 80 "Rhône Valley" "Syrah" "E. Guigal"
"France" 90 75 "Rhône Valley" "Syrah" "Marc Sorrel"
"France" 90 75 "Rhône Valley" "Syrah" "Marc Sorrel"
"France" 90 91 "Rhône Valley" "Syrah" "Michel & Stéphane Ogier"
"France" 93 65 "Burgundy" "Chardonnay" "Joseph Drouhin"
"France" 93 150 "Burgundy" "Chardonnay" "Lucien Le Moine"
"France" 85 15 "Burgundy" "Chardonnay" "Bouchard Aîné & Fils"
"Italy" 85 15 "Southern Italy" "Rosé" "Giordano"
"Italy" 85 10 "Tuscany" "Rosé" "Terre di Poppiano"
"France" 85 11 "Languedoc-Roussillon" "White Blend" "Addict Wines"
"Italy" 85 15 "Tuscany" "White Blend" "Badia a Coltibuono"
"France" 85 16 "Provence" "Rosé" "Domaine Houchart"
"France" 80 8 "Southwest France" "White Blend" "Seigneurs de Bergerac"
"France" 80 11 "Languedoc-Roussillon" "Red Blend" "Mont Tauch"
"France" 90 82 "Rhône Valley" "Syrah" "Auguste et Pierre-Marie Clape"
"France" 90 57 "Rhône Valley" "Syrah" "Auguste et Pierre-Marie Clape"
"France" 90 90 "Rhône Valley" "Syrah" "M. Chapoutier"
"France" 90 50 "Rhône Valley" "Syrah" "Domaine Courbis"
"France" 90 90 "Rhône Valley" "Syrah" "Domaine du Colombier"
"France" 92 90 "Burgundy" "Chardonnay" "Château Grenouille"
"France" 92 100 "Burgundy" "Chardonnay" "Lucien Le Moine"
"France" 85 13 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"France" 84 45 "Burgundy" "Chardonnay" "Domaine Jayer-Gilles"
"France" 84 15 "Languedoc-Roussillon" "Rosé" "Gayda"
"France" 84 9 "Languedoc-Roussillon" "Chardonnay" "Les Vignerons de la Méditerranée"
"France" 84 18 "Burgundy" "Chardonnay" "Vignerons de Buxy"
"France" 84 17 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"France" 84 10 "Languedoc-Roussillon" "Rosé" "The Frenchhouse"
"France" 84 16 "Languedoc-Roussillon" "Rosé" "Mas Belles Eaux"
"France" 84 20 "Alsace" "Chardonnay" "Ehrhart"
"France" 84 12 "Languedoc-Roussillon" "Chardonnay" "Domaine de Guiot"
"France" 83 10 "Languedoc-Roussillon" "Rosé" "Petit Bistro"
"France" 90 96 "Rhône Valley" "Syrah" "Thierry Allemand"
"France" 89 80 "Rhône Valley" "Syrah" "Paul Jaboulet Aîné"
"France" 89 79 "Rhône Valley" "Syrah" "Mathilde et Yves Gangloff"
"France" 84 10 "Languedoc-Roussillon" "Chardonnay" "Barton & Guestier"
"Italy" 84 22 "Tuscany" "Chardonnay" "Avignonesi"
"France" 84 15 "Burgundy" "Chardonnay" "Signé Vigneron"
"France" 84 10 "Rhône Valley" "Rosé" "Château de Campuget"
"France" 84 13 "Rhône Valley" "Rosé" "Paul Jaboulet Aîné"
"France" 89 30 "Rhône Valley" "Syrah" "Domaine Courbis"
"France" 89 40 "Rhône Valley" "Syrah" "Domaine Vincent Paris"
"France" 91 85 "Burgundy" "Chardonnay" "Lucien Le Moine"
"France" 91 66 "Burgundy" "Chardonnay" "La Chablisienne"
"Italy" 84 18 "Piedmont" "Red Blend" "Ricossa"
"Italy" 84 39 "Northeastern Italy" "Chardonnay" "Volpe Pasini"
"France" 89 150 "Rhône Valley" "Syrah" "M. Chapoutier"
"France" 88 70 "Rhône Valley" "Syrah" "E. Guigal"
"France" 90 54 "Burgundy" "Chardonnay" "Joseph Drouhin"
"France" 83 15 "Languedoc-Roussillon" "Rosé" "Château Moyau"
"France" 83 10 "Provence" "Rosé" "Baron Gassier"
"Italy" 93 90 "Northeastern Italy" "Chardonnay" "Giulio Ferrari"
"Italy" 93 149 "Lombardy" "Sparkling Blend" "Ca' del Bosco"
"Italy" 92 85 "Lombardy" "Sparkling Blend" "Ca' del Bosco"
"France" 88 70 "Rhône Valley" "Syrah" "Jean-Luc Colombo"
"France" 83 9 "Languedoc-Roussillon" "Chardonnay" "Domaines Barons de Rothschild (Lafite)"
"Italy" 91 20 "Southern Italy" "White Blend" "Feudi di San Gregorio"
"Italy" 91 20 "Southern Italy" "White Blend" "Terredora"
"France" 88 35 "Rhône Valley" "Syrah" "Michel & Stéphane Ogier"
"France" 88 57 "Rhône Valley" "Syrah" "Paul Jaboulet Aîné"
"France" 88 90 "Rhône Valley" "Syrah" "Domaine du Colombier"
"France" 88 67 "Rhône Valley" "Syrah" "Alain Voge"
"France" 90 66 "Burgundy" "Chardonnay" "La Chablisienne"
"France" 90 37 "Burgundy" "Chardonnay" "Joseph Drouhin"
"Italy" 82 11 "Southern Italy" "Rosé" "Li Veli"
"France" 87 70 "Rhône Valley" "Syrah" "Jean-Luc Colombo"
"France" 89 47 "Burgundy" "Chardonnay" "Olivier Leflaive"
"France" 87 22 "Rhône Valley" "Syrah" "Domaine du Colombier"
"France" 89 73 "Burgundy" "Chardonnay" "Joseph Drouhin"
"France" 87 96 "Rhône Valley" "Syrah" "Paul Jaboulet Aîné"
"France" 87 85 "Rhône Valley" "Syrah" "M. Chapoutier"
"France" 87 80 "Rhône Valley" "Syrah" "Cave de Tain"
"France" 87 57 "Rhône Valley" "Syrah" "Auguste et Pierre-Marie Clape"
"France" 88 32 "Burgundy" "Chardonnay" "J. Moreau & Fils"
"France" 88 216 "Burgundy" "Chardonnay" "Joseph Drouhin"
"France" 88 57 "Burgundy" "Chardonnay" "Joseph Drouhin"
"France" 87 17 "Rhône Valley" "Syrah" "Alain Voge"
"France" 87 78 "Rhône Valley" "Syrah" "Thierry Allemand"
"France" 87 73 "Rhône Valley" "Syrah" "Delas Frères"
"Italy" 93 90 "Northeastern Italy" "Chardonnay" "Ferrari"
"Italy" 92 95 "Lombardy" "Chardonnay" "La Valle"
"Italy" 92 55 "Lombardy" "Sparkling Blend" "Monte Rossa"
"Italy" 92 52 "Lombardy" "Sparkling Blend" "La Montina"
"Italy" 92 60 "Northeastern Italy" "Sparkling Blend" "Ferrari"
"France" 86 78 "Rhône Valley" "Syrah" "Jean-Luc Colombo"
